timestamp,trace_id,file,caller_function,callee_function,call_depth,line,test_case
2026-01-20T06:59:35.594458,,main.py,,create_note,1,77,
2026-01-20T06:59:35.648018,,auth.py,,get_db,1,36,
2026-01-20T06:59:35.651395,,auth.py,,get_db,1,36,
2026-01-20T06:59:35.662398,,auth.py,,get_current_user,1,42,
2026-01-20T06:59:35.667355,,main.py,,get_my_notes,1,93,
2026-01-20T06:59:35.678656,,auth.py,,get_db,1,36,
2026-01-20T06:59:38.677568,,auth.py,,get_db,1,36,
2026-01-20T06:59:38.677568,,auth.py,,get_current_user,1,42,
2026-01-20T06:59:38.686605,,main.py,,delete_note,1,127,
2026-01-20T06:59:38.720666,,auth.py,,get_db,1,36,
2026-01-20T06:59:38.726563,,auth.py,,get_db,1,36,
2026-01-20T06:59:38.728121,,auth.py,,get_current_user,1,42,
2026-01-20T06:59:38.741458,,main.py,,get_my_notes,1,93,
2026-01-20T06:59:38.747961,,auth.py,,get_db,1,36,
2026-01-21T05:53:17.909747,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:17.914117,test_case_id_1,main.py,,login,1,50,test_case_1
2026-01-21T05:53:17.943820,test_case_id_1,auth.py,login,verify_password,2,25,test_case_1
2026-01-21T05:53:17.943820,test_case_id_1,misc_func.py,verify_password,add_number,3,1,test_case_1
2026-01-21T05:53:18.477105,test_case_id_1,auth.py,login,create_access_token,2,30,test_case_1
2026-01-21T05:53:18.477105,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:18.500718,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:18.508348,test_case_id_1,auth.py,,get_current_user,1,42,test_case_1
2026-01-21T05:53:18.518322,test_case_id_1,main.py,,get_my_info,1,60,test_case_1
2026-01-21T05:53:18.528430,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:18.531362,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:18.543792,test_case_id_1,auth.py,,get_current_user,1,42,test_case_1
2026-01-21T05:53:18.549082,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:18.549670,test_case_id_1,main.py,,get_my_info,1,60,test_case_1
2026-01-21T05:53:18.549670,test_case_id_1,auth.py,,get_current_user,1,42,test_case_1
2026-01-21T05:53:18.559697,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:18.564701,test_case_id_1,main.py,,get_my_notes,1,93,test_case_1
2026-01-21T05:53:18.578128,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:18.581668,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:18.584669,test_case_id_1,auth.py,,get_current_user,1,42,test_case_1
2026-01-21T05:53:18.592808,test_case_id_1,main.py,,get_my_notes,1,93,test_case_1
2026-01-21T05:53:18.602805,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:21.154761,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:21.159427,test_case_id_1,auth.py,,get_current_user,1,42,test_case_1
2026-01-21T05:53:21.159427,test_case_id_1,main.py,,create_note,1,77,test_case_1
2026-01-21T05:53:21.200972,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:21.206168,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:21.208783,test_case_id_1,auth.py,,get_current_user,1,42,test_case_1
2026-01-21T05:53:21.216725,test_case_id_1,main.py,,get_my_notes,1,93,test_case_1
2026-01-21T05:53:21.224258,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:24.239283,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:24.240815,test_case_id_1,auth.py,,get_current_user,1,42,test_case_1
2026-01-21T05:53:24.240815,test_case_id_1,main.py,,delete_note,1,127,test_case_1
2026-01-21T05:53:24.291475,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:24.291475,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T05:53:24.291475,test_case_id_1,auth.py,,get_current_user,1,42,test_case_1
2026-01-21T05:53:24.307657,test_case_id_1,main.py,,get_my_notes,1,93,test_case_1
2026-01-21T05:53:24.317355,test_case_id_1,auth.py,,get_db,1,36,test_case_1
2026-01-21T06:03:28.347466,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:28.363117,test_case_id_1,main.py,,,login,2,1,50,test_case_1
2026-01-21T06:03:28.413895,test_case_id_1,auth.py,login,2,verify_password,3,2,25,test_case_1
2026-01-21T06:03:28.424932,test_case_id_1,misc_func.py,verify_password,3,add_number,4,3,1,test_case_1
2026-01-21T06:03:28.913954,test_case_id_1,auth.py,login,2,create_access_token,5,2,30,test_case_1
2026-01-21T06:03:28.930047,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:28.952445,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:28.955396,test_case_id_1,auth.py,,,get_current_user,6,1,42,test_case_1
2026-01-21T06:03:28.960395,test_case_id_1,main.py,,,get_my_info,7,1,60,test_case_1
2026-01-21T06:03:28.965223,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:28.970353,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:28.980907,test_case_id_1,auth.py,,,get_current_user,6,1,42,test_case_1
2026-01-21T06:03:28.987882,test_case_id_1,main.py,,,get_my_info,7,1,60,test_case_1
e_1
2026-01-21T06:03:28.997281,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
se_1
2026-01-21T06:03:29.013462,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:29.017479,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:29.020650,test_case_id_1,auth.py,,,get_current_user,6,1,42,test_case_1
2026-01-21T06:03:29.024674,test_case_id_1,main.py,,,get_my_notes,8,1,93,test_case_1
2026-01-21T06:03:29.038617,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:31.536415,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:31.538421,test_case_id_1,auth.py,,,get_current_user,6,1,42,test_case_1
2026-01-21T06:03:31.547109,test_case_id_1,main.py,,,create_note,9,1,77,test_case_1
2026-01-21T06:03:31.587677,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:31.587677,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:31.598174,test_case_id_1,auth.py,,,get_current_user,6,1,42,test_case_1
2026-01-21T06:03:31.598174,test_case_id_1,main.py,,,get_my_notes,8,1,93,test_case_1
2026-01-21T06:03:31.614151,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:34.613681,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:34.613681,test_case_id_1,auth.py,,,get_current_user,6,1,42,test_case_1
2026-01-21T06:03:34.630994,test_case_id_1,main.py,,,delete_note,10,1,127,test_case_1
2026-01-21T06:03:34.647233,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:34.647233,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
2026-01-21T06:03:34.647233,test_case_id_1,auth.py,,,get_current_user,6,1,42,test_case_1
2026-01-21T06:03:34.664344,test_case_id_1,main.py,,,get_my_notes,8,1,93,test_case_1
2026-01-21T06:03:34.664344,test_case_id_1,auth.py,,,get_db,1,1,36,test_case_1
