timestamp,trace_id,file,caller_function,caller_function_id,callee_function,callee_function_id,callee_function_doc,callee_function_params,call_depth,line,test_case
2026-01-22T09:49:49.423207,test_case_id_1,main.py,,,create_note,830d7136-f945-4d24-b203-3a8f357e4637,"
    Creates a new note for the authenticated user.
    ","['note', 'db', 'current_user']",1,167,test_case_1
2026-01-22T09:49:49.508202,test_case_id_1,auth.py,,,get_db,a6cb05f8-525c-41a7-a7bd-3c5068770cab,,,1,36,test_case_1
2026-01-22T09:49:49.520141,test_case_id_1,auth.py,,,get_db,a6cb05f8-525c-41a7-a7bd-3c5068770cab,,,1,36,test_case_1
2026-01-22T09:49:49.522618,test_case_id_1,auth.py,,,get_current_user,661f61ae-a5c4-4006-83ad-291207ab0ebb,,"['credentials', 'db']",1,42,test_case_1
2026-01-22T09:49:49.546300,test_case_id_1,main.py,,,get_my_notes,c3017cf4-bcfa-490b-839c-d2da170d8863,"
    Retrieves all notes belonging to the current user.
    ","['db', 'current_user']",1,190,test_case_1
2026-01-22T09:49:49.572373,test_case_id_1,auth.py,,,get_db,a6cb05f8-525c-41a7-a7bd-3c5068770cab,,,1,36,test_case_1
2026-01-22T09:49:52.661323,test_case_id_1,auth.py,,,get_db,a6cb05f8-525c-41a7-a7bd-3c5068770cab,,,1,36,test_case_1
2026-01-22T09:49:52.667865,test_case_id_1,auth.py,,,get_current_user,661f61ae-a5c4-4006-83ad-291207ab0ebb,,"['credentials', 'db']",1,42,test_case_1
2026-01-22T09:49:52.680583,test_case_id_1,main.py,,,delete_note,29bcfda7-831f-479b-84c5-ab98ff7fcb4f,"
    Deletes a note owned by the current user.
    ","['note_id', 'db', 'current_user']",1,237,test_case_1
2026-01-22T09:49:52.709750,test_case_id_1,auth.py,,,get_db,a6cb05f8-525c-41a7-a7bd-3c5068770cab,,,1,36,test_case_1
2026-01-22T09:49:52.720324,test_case_id_1,auth.py,,,get_db,a6cb05f8-525c-41a7-a7bd-3c5068770cab,,,1,36,test_case_1
2026-01-22T09:49:52.726335,test_case_id_1,auth.py,,,get_current_user,661f61ae-a5c4-4006-83ad-291207ab0ebb,,"['credentials', 'db']",1,42,test_case_1
2026-01-22T09:49:52.736433,test_case_id_1,main.py,,,get_my_notes,c3017cf4-bcfa-490b-839c-d2da170d8863,"
    Retrieves all notes belonging to the current user.
    ","['db', 'current_user']",1,190,test_case_1
2026-01-22T09:49:52.759816,test_case_id_1,auth.py,,,get_db,a6cb05f8-525c-41a7-a7bd-3c5068770cab,,,1,36,test_case_1
